# omega0=0.689, alpha=0.2
# theta0=0.4, theta_dot0=0
# t_start=0, t_end=100, h=0.00911928
#   t          x(t)                 v(t)       
7.684818952628306e+01 1.048537520359964e+00 -4.369850764854530e-01
7.693938234641637e+01 1.006613412037236e+00 -4.822608446604679e-01
7.703057516654967e+01 9.606223363732677e-01 -5.261456546841015e-01
7.712176798668297e+01 9.107007157745168e-01 -5.684274709487097e-01
7.721296080681627e+01 8.570048290435700e-01 -6.088831566757746e-01
7.730415362694957e+01 7.997117283004694e-01 -6.472806860439432e-01
7.739534644708287e+01 7.390199214933993e-01 -6.833820724078096e-01
7.748653926721617e+01 6.751497559189622e-01 -7.169469905389652e-01
7.757773208734947e+01 6.083434419803938e-01 -7.477370304861929e-01
7.766892490748278e+01 5.388646641211244e-01 -7.755204758892350e-01
7.776011772761608e+01 4.669977377432167e-01 -8.000774536755962e-01
7.785131054774938e+01 3.930462868725467e-01 -8.212052592578609e-01
7.794250336788268e+01 3.173314368660711e-01 -8.387236264448263e-01
7.803369618801598e+01 2.401895386273406e-01 -8.524796891134504e-01
7.812488900814928e+01 1.619694642458750e-01 -8.623523764078940e-01
7.821608182828258e+01 8.302953702599659e-02 -8.682559975781138e-01
7.830727464841588e+01 3.734179681293996e-03 -8.701428072660978e-01
7.839846746854919e+01 -7.554961875679737e-02 -8.680043954373855e-01
7.848966028868249e+01 -1.544559055717238e-01 -8.618718142063052e-01
7.858085310881579e+01 -2.326233202470641e-01 -8.518144305082856e-01
7.867204592894909e+01 -3.096984898887264e-01 -8.379375717088473e-01
7.876323874908239e+01 -3.853391599476734e-01 -8.203791033557098e-01
7.885443156921569e+01 -4.592169715301169e-01 -7.993051377322611e-01
7.894562438934899e+01 -5.310198167531986e-01 -7.749051137015508e-01
7.903681720948229e+01 -6.004537266749481e-01 -7.473865098504986e-01
7.912801002961560e+01 -6.672442704163584e-01 -7.169694539144436e-01
7.921920284974890e+01 -7.311374674025688e-01 -6.838814738840261e-01
7.931039566988220e+01 -7.919002356470833e-01 -6.483526037922895e-01
7.940158849001550e+01 -8.493204165470035e-01 -6.106110146930419e-01
7.949278131014880e+01 -9.032064300587006e-01 -5.708792937998314e-01
7.958397413028210e+01 -9.533866231388379e-01 -5.293714468256163e-01
7.967516695041540e+01 -9.997083791123388e-01 -4.862906540817745e-01
7.976635977054870e+01 -1.042037056615000e+00 -4.418277726027928e-01
7.985755259068200e+01 -1.080254824599197e+00 -3.961605460434410e-01
7.994874541081531e+01 -1.114259455326533e+00 -3.494534618690234e-01
8.003993823094861e+01 -1.143963131047525e+00 -3.018581810813122e-01
8.013113105108191e+01 -1.169291312870138e+00 -2.535144584268916e-01
8.022232387121521e+01 -1.190181712723542e+00 -2.045514693798040e-01
8.031351669134851e+01 -1.206583401777593e+00 -1.550894626763124e-01
8.040470951148181e+01 -1.218456081491095e+00 -1.052416623160143e-01
8.049590233161511e+01 -1.225769536811350e+00 -5.511634936846729e-02
8.058709515174841e+01 -1.228503284996542e+00 -4.819060476725914e-03
8.067828797188172e+01 -1.226646428048884e+00 4.554515429537036e-02
8.076948079201502e+01 -1.220197711724691e+00 9.586946734168894e-02
8.086067361214832e+01 -1.209165789372215e+00 1.460430538031607e-01
8.095186643228162e+01 -1.193569684255560e+00 1.959489666533833e-01
8.104305925241492e+01 -1.173439439363907e+00 2.454621586988605e-01
8.113425207254822e+01 -1.148816938805504e+00 2.944477070883578e-01
8.122544489268152e+01 -1.119756879608899e+00 3.427593006143764e-01
8.131663771281482e+01 -1.086327867022574e+00 3.902380552163140e-01
8.140783053294813e+01 -1.048613600222915e+00 4.367117276470130e-01
8.149902335308143e+01 -1.006714108816273e+00 4.819944000150828e-01
8.159021617321473e+01 -9.607469938802324e-01 5.258867074763692e-01
8.168140899334803e+01 -9.108486208895005e-01 5.681766762631326e-01
8.177260181348133e+01 -8.571752062008341e-01 6.086412281263508e-01
8.186379463361463e+01 -7.999037344328060e-01 6.470483890060429e-01
8.195498745374793e+01 -7.392326417550105e-01 6.831602137096157e-01
8.204618027388123e+01 -6.753822005080103e-01 7.167364046775075e-01
8.213737309401454e+01 -6.085945443684592e-01 7.475385626128073e-01
8.222856591414784e+01 -5.391332809653789e-01 7.753349620116445e-01
8.231975873428114e+01 -4.672826507067400e-01 7.999056987341097e-01
8.241095155441444e+01 -3.933462065090139e-01 8.210480139322895e-01
8.250214437454774e+01 -3.176450086390112e-01 8.385815637148337e-01
8.259333719468104e+01 -2.405153510353369e-01 8.523533817061942e-01
8.268453001481434e+01 -1.623060589193628e-01 8.622422763040546e-01
8.277572283494764e+01 -8.337542055607783e-02 8.681624186980670e-01
8.286691565508094e+01 -4.087836844386980e-03 8.700659123183995e-01
8.295810847521425e+01 7.518971079464047e-02 8.679441876887501e-01
8.304930129534755e+01 1.540912625434616e-01 8.618281346431936e-01
8.314049411548085e+01 2.322554360669550e-01 8.517869605309912e-01
8.323168693561415e+01 3.093288224263139e-01 8.379258411607685e-01
8.332287975574745e+01 3.849691177588693e-01 8.203825033753910e-01
8.341407257588075e+01 4.588479019515573e-01 7.993229376524068e-01
8.350526539601405e+01 5.306529956860093e-01 7.749364810288960e-01
8.359645821614735e+01 6.000903502904791e-01 7.474305322548992e-01
8.368765103628066e+01 6.668854489172013e-01 7.170251621362659e-01
8.377884385641396e+01 7.307842208748373e-01 6.839478645279159e-01
8.387003667654726e+01 7.915534919509897e-01 6.484286610975740e-01
8.396122949668056e+01 8.489810111171155e-01 6.106957305370185e-01
8.405242231681386e+01 9.028751074259713e-01 5.709716853794529e-01
8.414361513694716e+01 9.530640399447822e-01 5.294705716564084e-01
8.423480795708046e+01 9.993951083612143e-01 4.863956221343530e-01
8.432600077721376e+01 1.041733592900891e+00 4.419377555555543e-01
8.441719359734707e+01 1.079961590049024e+00 3.962747837579627e-01
8.450838641748037e+01 1.113976806014314e+00 3.495712662897280e-01
8.459957923761367e+01 1.143691363656700e+00 3.019789378237857e-01
8.469077205774697e+01 1.169030671406607e+00 2.536376263531500e-01
8.478196487788027e+01 1.189932395109902e+00 2.046765784685691e-01
8.487315769801357e+01 1.206345566186858e+00 1.552161104874681e-01
8.496435051814687e+01 1.218229852304534e+00 1.053695093263994e-01
8.505554333828017e+01 1.225555010109035e+00 5.524511342614736e-02
8.514673615841347e+01 1.228300533510217e+00 4.948510587311736e-03
8.523792897854678e+01 1.226455505524698e+00 -4.541520467025800e-02
8.532912179868008e+01 1.220018656658349e+00 -9.573916732421740e-02
8.542031461881338e+01 1.208998628091519e+00 -1.459125223532026e-01
8.551150743894668e+01 1.193414433335734e+00 -1.958182999313584e-01
8.560270025907998e+01 1.173296107370105e+00 -2.453314374439298e-01
8.569389307921328e+01 1.148685527365168e+00 -2.943170039224122e-01
8.578508589934658e+01 1.119637383824946e+00 -3.426286871788924e-01
8.587627871947988e+01 1.086220275247216e+00 -3.901076090391869e-01
8.596747153961319e+01 1.048517893222018e+00 -4.365815386212296e-01
8.605866435974649e+01 1.006630258365721e+00 -4.818645763525098e-01
8.614985717987979e+01 9.606749608491431e-01 -5.257573809805384e-01
8.624105000001309e+01 9.107883528801843e-01 -5.680480067478205e-01
8.633224282014639e+01 8.571266348317385e-01 -6.085134067955739e-01
8.642343564027969e+01 7.998667723676722e-01 -6.469216406096044e-01
8.651462846041299e+01 7.392071795979834e-01 -6.830347973002605e-01
8.660582128054629e+01 6.753681036991451e-01 -7.166126128241180e-01
8.669701410067960e+01 6.085916502253561e-01 -7.474167189708020e-01
8.678820692081290e+01 5.391413960228522e-01 -7.752154172169705e-01
8.687939974094620e+01 4.673015485058835e-01 -7.997888246688113e-01
8.697059256107950e+01 3.933756259784570e-01 -8.209341965029927e-01
8.706178538121280e+01 3.176846531938038e-01 -8.384711943835412e-01
8.715297820134610e+01 2.405648884927236e-01 -8.522468481065888e-01
8.724417102147940e+01 1.623651222965465e-01 -8.621399523561104e-01
8.733536384161270e+01 8.344360977467194e-02 -8.680646546895409e-01
8.742655666174601e+01 4.164721322159478e-03 -8.699730254458492e-01
8.751774948187931e+01 -7.510458872876939e-02 -8.678564535383184e-01
8.760894230201261e+01 -1.539983835170160e-01 -8.617457800417606e-01
8.770013512214591e+01 -2.321552989556456e-01 -8.517101581151086e-01
8.779132794227921e+01 -3.092219392383467e-01 -8.378547059017079e-01
8.788252076241251e+01 -3.848560082963761e-01 -8.203170911743404e-01
8.797371358254581e+01 -4.587290884382729e-01 -7.992632459924607e-01
8.806490640267911e+01 -5.305289975435854e-01 -7.748824515518826e-01
8.815609922281241e+01 -5.999616792290682e-01 -7.473820550313539e-01
8.824729204294572e+01 -6.667526044812362e-01 -7.169820813230811e-01
8.833848486307902e+01 -7.306476865548276e-01 -6.839099850639063e-01
8.842967768321232e+01 -7.914137319393665e-01 -6.483957560723961e-01
8.852087050334562e+01 -8.488384677532637e-01 -6.106675488805141e-01
8.861206332347892e+01 -9.027301993447571e-01 -5.709479595513868e-01
8.870325614361222e+01 -9.529171609157988e-01 -5.294510250643684e-01
8.879444896374552e+01 -9.992466267836583e-01 -4.863799760637251e-01
8.888564178387882e+01 -1.041583851901946e+00 -4.419257354539690e-01
8.897683460401213e+01 -1.079810908121846e+00 -3.962661247724819e-01
8.906802742414543e+01 -1.113825478124745e+00 -3.495657180047005e-01
8.915922024427873e+01 -1.143539662745044e+00 -3.019762681884651e-01
8.925041306441203e+01 -1.168878850211327e+00 -2.536376248198158e-01
8.934160588454533e+01 -1.189780688243059e+00 -2.046790583839627e-01
8.943279870467863e+01 -1.206194192395678e+00 -1.552209107935383e-01
8.952399152481193e+01 -1.218079016858910e+00 -1.053764956318058e-01
8.961518434494523e+01 -1.225404907260371e+00 -5.525417850910668e-02
8.970637716507854e+01 -1.228151348972315e+00 -4.959574384700979e-03
8.979756998521184e+01 -1.226307418932010e+00 4.540219554161787e-02
8.988876280534514e+01 -1.219871843960622e+00 9.572424047906987e-02
8.997995562547844e+01 -1.208853263846509e+00 1.458956809586237e-01
9.007114844561174e+01 -1.193270692863352e+00 1.957995244241383e-01
9.016234126574504e+01 -1.173154168732006e+00 2.453106876410796e-01
9.025353408587834e+01 -1.148545573133877e+00 2.942942215276927e-01
9.034472690601164e+01 -1.119499602606119e+00 3.426037986909132e-01
9.043591972614495e+01 -1.086084862918256e+00 3.900805290646751e-01
9.052711254627825e+01 -1.048385053850154e+00 4.365521735898112e-01
9.061830536641155e+01 -1.006500204769594e+00 4.818328286163156e-01
9.070949818654485e+01 -9.605479147702578e-01 5.257231532630268e-01
9.080069100667815e+01 -9.106645447349120e-01 5.680112068817869e-01
9.089188382681145e+01 -8.570063030213253e-01 6.084739526613784e-01
9.098307664694475e+01 -7.997501621332487e-01 6.468794651529650e-01
9.107426946707805e+01 -7.390945414200406e-01 6.829898534770097e-01
9.116546228721135e+01 -6.752596912562165e-01 7.165648782903703e-01
9.125665510734466e+01 -6.084877179442795e-01 7.473662003147737e-01
9.134784792747796e+01 -5.390421962721870e-01 7.751621535171713e-01
9.143904074761126e+01 -4.672073285036865e-01 7.997328901661120e-01
9.153023356774456e+01 -3.932866245042289e-01 8.208757021938882e-01
9.162142638787786e+01 -3.176010972103938e-01 8.384102883799988e-01
9.171261920801116e+01 -2.404869897956707e-01 8.521837146634371e-01
9.180381202814446e+01 -1.622930743142662e-01 8.620748095369647e-01
9.189500484827776e+01 -8.337758464197167e-02 8.679977507215820e-01
9.198619766841107e+01 -4.104867341243042e-03 8.699046338954575e-01
9.207739048854437e+01 7.515814914123230e-02 8.677868675157313e-01
9.216858330867767e+01 1.540455553201603e-01 8.616753057058879e-01
9.225977612881097e+01 2.321960153622934e-01 8.516391077928634e-01
9.235096894894427e+01 3.092561619605088e-01 8.377833911554341e-01
9.244216176907757e+01 3.848837271687059e-01 8.202458161446223e-01
9.253335458921087e+01 4.587503204584399e-01 7.991923013132674e-01
9.262454740934417e+01 5.305437853934519e-01 7.748121090847570e-01
9.271574022947748e+01 5.999700893602105e-01 7.473125636012218e-01
9.280693304961078e+01 6.667547248617869e-01 7.169136635672532e-01
9.289812586974408e+01 7.306436241815282e-01 6.838428354349044e-01
9.298931868987738e+01 7.914036102194073e-01 6.483300399704222e-01
9.308051151001068e+01 8.488224238557166e-01 6.106034028372125e-01
9.317170433014398e+01 9.027083816122934e-01 5.708854923457324e-01
9.326289715027728e+01 9.528897264152010e-01 5.293903196249754e-01
9.335408997041058e+01 9.992137390596583e-01 4.863210919989633e-01
9.344528279054389e+01 1.041545678984332e+00 4.418687120502235e-01
9.353647561067719e+01 1.079767620821530e+00 3.962109843091920e-01
9.362766843081049e+01 1.113777248641332e+00 3.495124692496829e-01
9.371886125094379e+01 1.143486663596821e+00 3.019249099557661e-01
9.381005407107709e+01 1.168821253488762e+00 2.535881494925030e-01
9.390124689121039e+01 1.189718665178929e+00 2.046314553239074e-01
9.399243971134369e+01 1.206127913238634e+00 1.551751695778797e-01
9.408363253147699e+01 1.218008651032509e+00 1.053326090704369e-01
9.417482535161029e+01 1.225330623785937e+00 5.521214540864226e-02
9.426601817174360e+01 1.228073317131258e+00 4.919402031802021e-03
9.435721099187690e+01 1.226225809140910e+00 -4.544048920085907e-02
9.444840381201020e+01 1.219786828830340e+00 -9.576062498637464e-02
9.453959663214350e+01 1.208765019394446e+00 -1.459301118421574e-01
9.463078945227680e+01 1.193179399845509e+00 -1.958319420773016e-01
9.472198227241010e+01 1.173060014058706e+00 -2.453410166153501e-01
9.481317509254340e+01 1.148448751329615e+00 -2.943223702786139e-01
9.490436791267670e+01 1.119400317270290e+00 -3.426296598205027e-01
9.499556073281001e+01 1.085983328139417e+00 -3.901039801054332e-01
9.508675355294331e+01 1.048281495522434e+00 -4.365730783738677e-01
9.517794637307661e+01 1.006394861756108e+00 -4.818510392667741e-01
9.526913919320991e+01 9.604410398555668e-01 -5.257385128321264e-01
9.536033201334321e+01 9.105564053071118e-01 -5.680235526412339e-01
9.545152483347651e+01 8.568971814250255e-01 -6.084831200237645e-01
9.554271765360981e+01 7.996403556380980e-01 -6.468852921698934e-01
9.563391047374311e+01 7.389843617561467e-01 -6.829921858206205e-01
9.572510329387642e+01 6.751494636782355e-01 -7.165635745826154e-01
9.581629611400972e+01 6.083777798002714e-01 -7.473611376262917e-01
9.590748893414302e+01 5.389328950713846e-01 -7.751532328191174e-01
9.599868175427632e+01 4.670990194985193e-01 -7.997200414885247e-01
9.608987457440962e+01 3.931796678252823e-01 -8.208588892278866e-01
9.618106739454292e+01 3.174958546170256e-01 -8.383895122624414e-01
9.627226021467622e+01 2.403838211280089e-01 -8.521590167044162e-01
9.636345303480952e+01 1.621923337523682e-01 -8.620462726934308e-01
9.645464585494283e+01 8.327961689315279e-02 -8.679654996827978e-01
9.654583867507613e+01 4.010003885381769e-03 -8.698688337236145e-01
9.663703149520943e+01 -7.524959361733724e-02 -8.677477208714719e-01
9.672822431534273e+01 -1.541332861750222e-01 -8.616330487756778e-01
9.681941713547603e+01 -2.322797608285823e-01 -8.515940051147659e-01
9.691060995560933e+01 -3.093356754615306e-01 -8.377357296041492e-01
9.700180277574263e+01 -3.849587890594718e-01 -8.201958983798223e-01
9.709299559587593e+01 -4.588207391570512e-01 -7.991404390139712e-01
9.718418841600923e+01 -5.306093978978651e-01 -7.747586162863882e-01
9.727538123614254e+01 -6.000307611731751e-01 -7.472577504234904e-01
9.736657405627584e+01 -6.668103493710293e-01 -7.168578305747217e-01
9.745776687640914e+01 -7.306941215617311e-01 -6.837862688140708e-01
9.754895969654244e+01 -7.914489259364249e-01 -6.482730076438228e-01
9.764015251667574e+01 -8.488625268615770e-01 -6.105461515724887e-01
9.773134533680904e+01 -9.027432623221746e-01 -5.708282458607804e-01
9.782253815694234e+01 -9.529193945554166e-01 -5.293332776427473e-01
9.791373097707564e+01 -9.992382214697146e-01 -4.862644301691625e-01
9.800492379720895e+01 -1.041565017447357e+00 -4.418125826305296e-01
9.809611661734225e+01 -1.079781869986892e+00 -3.961555174850916e-01
9.818730943747555e+01 -1.113786474091980e+00 -3.494577749679482e-01
9.827850225760885e+01 -1.143490940102603e+00 -3.018710801501064e-01
9.836969507774215e+01 -1.168820663476271e+00 -2.535352605887721e-01
9.846088789787545e+01 -1.189713297438677e+00 -2.045795709243730e-01
9.855208071800875e+01 -1.206117861881822e+00 -1.551243432376171e-01
9.864327353814205e+01 -1.217994014702348e+00 -1.052828870923739e-01
9.873446635827536e+01 -1.225311505122340e+00 -5.516356959601303e-02
9.882565917840866e+01 -1.228049822482610e+00 -4.872012346963880e-03
9.891685199854196e+01 -1.226198048512379e+00 4.548665211459305e-02
9.900804481867526e+01 -1.219754916054433e+00 9.580551745821297e-02
9.909923763880856e+01 -1.208729072506200e+00 1.459736850385384e-01
9.919043045894186e+01 -1.193139541641409e+00 1.958741401136814e-01
9.928162327907516e+01 -1.173016372815108e+00 2.453817749527112e-01
9.937281609920846e+01 -1.148401461652891e+00 2.943616144453367e-01
9.946400891934177e+01 -1.119349521047023e+00 3.426673045036432e-01
9.955520173947507e+01 -1.085929175550852e+00 3.901399286582739e-01
9.964639455960837e+01 -1.048224146083029e+00 4.366072227877614e-01
9.973758737974167e+01 -1.006334485331710e+00 4.818832606536135e-01
9.982878019987497e+01 -9.603778176127282e-01 5.257686824580596e-01
9.991997302000827e+01 -9.104905305418132e-01 5.680515335414646e-01

