1.165698e+00 -2.770989e-01
1.138191e+00 -3.260383e-01
1.106257e+00 -3.741832e-01
1.069975e+00 -4.213663e-01
1.029441e+00 -4.674062e-01
9.847673e-01 -5.121078e-01
9.360865e-01 -5.552631e-01
8.835490e-01 -5.966520e-01
8.273264e-01 -6.360444e-01
7.676115e-01 -6.732032e-01
7.046190e-01 -7.078871e-01
6.385856e-01 -7.398554e-01
5.697698e-01 -7.688721e-01
4.984510e-01 -7.947111e-01
4.249289e-01 -8.171617e-01
3.495212e-01 -8.360339e-01
2.725621e-01 -8.511637e-01
1.943991e-01 -8.624175e-01
1.153904e-01 -8.696964e-01
3.590167e-02 -8.729388e-01
-4.369770e-02 -8.721228e-01
-1.230381e-01 -8.672661e-01
-2.017535e-01 -8.584261e-01
-2.794845e-01 -8.456973e-01
-3.558822e-01 -8.292082e-01
-4.306107e-01 -8.091179e-01
-5.033498e-01 -7.856105e-01
-5.737971e-01 -7.588904e-01
-6.416695e-01 -7.291766e-01
-7.067043e-01 -6.966974e-01
-7.686601e-01 -6.616852e-01
-8.273163e-01 -6.243721e-01
-8.824736e-01 -5.849858e-01
-9.339530e-01 -5.437460e-01
-9.815951e-01 -5.008624e-01
-1.025259e+00 -4.565327e-01
-1.064822e+00 -4.109415e-01
-1.100176e+00 -3.642600e-01
-1.131229e+00 -3.166463e-01
-1.157904e+00 -2.682463e-01
-1.180134e+00 -2.191945e-01
-1.197866e+00 -1.696159e-01
-1.211057e+00 -1.196280e-01
-1.219675e+00 -6.934233e-02
-1.223698e+00 -1.886718e-02
-1.223114e+00 3.169051e-02
-1.217919e+00 8.222273e-02
-1.208121e+00 1.326182e-01
-1.193739e+00 1.827601e-01
-1.174800e+00 2.325241e-01
-1.151345e+00 2.817768e-01
-1.123428e+00 3.303736e-01
-1.091115e+00 3.781578e-01
-1.054487e+00 4.249597e-01
-1.013644e+00 4.705961e-01
-9.686987e-01 5.148704e-01
-9.197864e-01 5.575732e-01
-8.670598e-01 5.984841e-01
-8.106929e-01 6.373731e-01
-7.508808e-01 6.740037e-01
-6.878403e-01 7.081366e-01
-6.218100e-01 7.395332e-01
-5.530503e-01 7.679611e-01
-4.818420e-01 7.931982e-01
-4.084856e-01 8.150389e-01
-3.332995e-01 8.332986e-01
-2.566176e-01 8.478193e-01
-1.787869e-01 8.584739e-01
-1.001646e-01 8.651697e-01
-2.111446e-02 8.678517e-01
5.799651e-02 8.665038e-01
1.368016e-01 8.611493e-01
2.149378e-01 8.518501e-01
2.920498e-01 8.387046e-01
3.677925e-01 8.218442e-01
4.418344e-01 8.014298e-01
5.138594e-01 7.776463e-01
5.835696e-01 7.506978e-01
6.506863e-01 7.208023e-01
7.149509e-01 6.881862e-01
7.761259e-01 6.530794e-01
8.339945e-01 6.157108e-01
8.883608e-01 5.763048e-01
9.390489e-01 5.350775e-01
9.859021e-01 4.922349e-01
1.028782e+00 4.479711e-01
1.067568e+00 4.024674e-01
1.102154e+00 3.558916e-01
1.132450e+00 3.083991e-01
1.158378e+00 2.601330e-01
1.179875e+00 2.112260e-01
1.196887e+00 1.618014e-01
1.209373e+00 1.119751e-01
1.217301e+00 6.185818e-02
1.220649e+00 1.155822e-02
1.219406e+00 -3.881783e-02
1.213570e+00 -8.916163e-02
1.203149e+00 -1.393612e-01
1.188161e+00 -1.892989e-01
1.168635e+00 -2.388491e-01
1.144614e+00 -2.878770e-01
1.116151e+00 -3.362364e-01
1.083314e+00 -3.837689e-01
1.046187e+00 -4.303032e-01
1.004869e+00 -4.756544e-01
9.594769e-01 -5.196244e-01
9.101457e-01 -5.620025e-01
8.570308e-01 -6.025673e-01
8.003082e-01 -6.410881e-01
7.401749e-01 -6.773285e-01
6.768497e-01 -7.110495e-01
6.105734e-01 -7.420138e-01
5.416079e-01 -7.699903e-01
4.702358e-01 -7.947597e-01
3.967589e-01 -8.161191e-01
3.214965e-01 -8.338878e-01
2.447836e-01 -8.479119e-01
1.669672e-01 -8.580687e-01
8.840440e-02 -8.642706e-01
9.458435e-03 -8.664673e-01
-6.950466e-02 -8.646477e-01
-1.481196e-01 -8.588397e-01
-2.260254e-01 -8.491096e-01
-3.028688e-01 -8.355594e-01
-3.783074e-01 -8.183238e-01
-4.520123e-01 -7.975659e-01
-5.236706e-01 -7.734725e-01
-5.929874e-01 -7.462487e-01
-6.596871e-01 -7.161125e-01
-7.235143e-01 -6.832900e-01
-7.842346e-01 -6.480099e-01
-8.416343e-01 -6.104999e-01
-8.955200e-01 -5.709821e-01
-9.457187e-01 -5.296707e-01
-9.920760e-01 -4.867692e-01
-1.034456e+00 -4.424691e-01
-1.072739e+00 -3.969493e-01
-1.106822e+00 -3.503752e-01
-1.136615e+00 -3.028998e-01
-1.162043e+00 -2.546642e-01
-1.183043e+00 -2.057989e-01
-1.199563e+00 -1.564258e-01
-1.211561e+00 -1.066594e-01
-1.219007e+00 -5.660938e-02
-1.221880e+00 -6.382653e-03
-1.220169e+00 4.391449e-02
-1.213872e+00 9.417406e-02
-1.202998e+00 1.442842e-01
-1.187565e+00 1.941269e-01
-1.167604e+00 2.435765e-01
-1.143156e+00 2.924974e-01
-1.114277e+00 3.407427e-01
-1.081035e+00 3.881532e-01
-1.043514e+00 4.345566e-01
-1.001814e+00 4.797670e-01
-9.560535e-01 5.235852e-01
-9.063684e-01 5.657998e-01
-8.529152e-01 6.061882e-01
-7.958709e-01 6.445193e-01
-7.354339e-01 6.805560e-01
-6.718243e-01 7.140592e-01
-6.052840e-01 7.447916e-01
-5.360762e-01 7.725229e-01
-4.644848e-01 7.970344e-01
-3.908126e-01 8.181247e-01
-3.153800e-01 8.356146e-01
-2.385226e-01 8.493523e-01
-1.605881e-01 8.592175e-01
-8.193400e-02 8.651250e-01
-2.923530e-03 8.670276e-01
7.607736e-02 8.649169e-01
1.547038e-01 8.588236e-01
2.325954e-01 8.488167e-01
3.093999e-01 8.350008e-01
3.847759e-01 8.175128e-01
4.583959e-01 7.965177e-01
5.299484e-01 7.722038e-01
5.991401e-01 7.447772e-01
6.656971e-01 7.144567e-01
7.293657e-01 6.814687e-01
7.899131e-01 6.460418e-01
8.471272e-01 6.084031e-01
9.008166e-01 5.687743e-01
9.508095e-01 5.273684e-01
9.969532e-01 4.843879e-01
1.039113e+00 4.400232e-01
1.077170e+00 3.944516e-01
1.111023e+00 3.478373e-01
1.140584e+00 3.003321e-01
1.165777e+00 2.520756e-01
1.186540e+00 2.031973e-01
1.202822e+00 1.538178e-01
1.214582e+00 1.040507e-01
