10 3.34658
20 3.3208
40 6.73325
80 7.03004
160 12.5584
320 16.2286
640 25.1957
1280 37.3597
2560 54.0708
5120 71.8193
10240 107.021
20480 140.594
40960 199.95
81920 307.488
