0    0
1    0
2    50
3    99260.4
4    1.96953e+08
5    3.90797e+11
6    7.75422e+14
7    1.5386e+18
8    3.0529e+21
9    6.0576e+24
10    1.20195e+28
11    2.38493e+31
12    4.73219e+34
13    9.38966e+37
14    1.8631e+41
15    3.69679e+44
16    7.3352e+47
17    1.45546e+51
18    2.88793e+54
19    5.73025e+57
20    1.137e+61
21    2.25605e+64
22    4.47647e+67
23    8.88226e+70
24    1.76242e+74
25    3.49702e+77
26    6.93881e+80
27    1.37681e+84
28    2.73187e+87
29    5.4206e+90
30    1.07556e+94
31    2.13414e+97
32    4.23457e+100
33    8.40227e+103
34    1.66719e+107
35    3.30805e+110
36    6.56385e+113
37    1.30241e+117
38    2.58424e+120
39    5.12768e+123
40    1.01744e+127
41    2.01881e+130
42    4.00574e+133
43    7.94823e+136
44    1.57709e+140
45    3.12928e+143
46    6.20915e+146
47    1.23203e+150
48    2.4446e+153
49    4.85059e+156
50    9.62458e+159
51    1.90972e+163
52    3.78928e+166
53    7.51872e+169
54    1.49187e+173
55    2.96018e+176
56    5.87362e+179
57    1.16545e+183
58    2.31249e+186
59    4.58847e+189
60    9.10448e+192
61    1.80652e+196
62    3.58451e+199
63    7.11242e+202
64    1.41125e+206
65    2.80022e+209
66    5.55622e+212
67    1.10247e+216
68    2.18753e+219
69    4.34052e+222
70    8.61249e+225
71    1.7089e+229
72    3.39081e+232
73    6.72807e+235
74    1.33499e+239
75    2.6489e+242
76    5.25597e+245
77    1.04289e+249
78    2.06932e+252
79    4.10596e+255
80    8.14708e+258
81    1.61655e+262
82    3.20758e+265
83    6.3645e+268
84    1.26285e+272
85    2.50576e+275
86    4.97194e+278
87    9.86538e+281
88    1.9575e+285
89    3.88408e+288
90    7.70683e+291
91    1.5292e+295
92    3.03424e+298
93    6.02057e+301
94    1.19461e+305
95    inf
96    inf
97    inf
98    inf
99    inf
100    inf
